	shluc1	shluc2	shY1	shY2
ENSG00000058729	377	417	392	421
ENSG00000058799	158	155	166	183
ENSG00000058804	1198	1291	1084	954
ENSG00000058866	96	144	93	71
ENSG00000059122	335	404	429	325
ENSG00000059145	258	319	270	224
ENSG00000059377	24	15	23	8
ENSG00000059378	208	238	341	354
ENSG00000059573	1687	1813	1930	1785
ENSG00000059588	385	403	393	409
ENSG00000059691	101	147	183	128
ENSG00000059728	99	108	101	89
ENSG00000059758	255	303	260	276
ENSG00000059769	93	104	111	101
ENSG00000059804	149	178	129	116
ENSG00000059915	79	88	83	81
ENSG00000060069	150	147	165	146
ENSG00000060138	1414	1679	1382	1221
ENSG00000060140	10	8	3	11
ENSG00000060237	1654	2001	1587	1692
ENSG00000060303	0	0	0	0
ENSG00000060339	1379	1584	1656	1551
ENSG00000060491	912	1125	1207	1179
ENSG00000060558	1	0	1	0
ENSG00000060566	0	0	0	0
ENSG00000060642	96	90	98	79
ENSG00000060656	92	95	76	91
ENSG00000060688	687	829	844	759
ENSG00000060709	0	0	1	0
ENSG00000060718	104	163	96	84
ENSG00000060749	1096	1328	1126	1292
ENSG00000060762	155	198	170	154
ENSG00000060971	583	629	482	437
ENSG00000060982	1748	1886	1419	1350
ENSG00000061273	935	1030	1017	916
ENSG00000061337	107	166	86	77
ENSG00000061455	31	46	23	20
ENSG00000061492	2	0	0	0
ENSG00000061656	30	35	32	27
ENSG00000061676	2337	2511	3184	3147
ENSG00000061794	404	508	465	546
ENSG00000061918	97	114	114	102
ENSG00000061936	429	489	467	497
ENSG00000061938	851	964	836	770
ENSG00000061987	419	432	415	425
ENSG00000062038	0	0	8	2
ENSG00000062096	1	1	1	0
ENSG00000062194	857	1051	930	930
ENSG00000062282	35	43	57	44
ENSG00000062370	47	39	51	61
ENSG00000062485	1730	1979	2351	2353
ENSG00000062524	0	0	0	3
ENSG00000062582	3	8	12	8
ENSG00000062598	307	358	395	404
ENSG00000062650	1042	1123	1068	1066
ENSG00000062716	2535	2934	2883	2679
ENSG00000062725	466	538	605	523
ENSG00000062822	790	916	907	797
ENSG00000063015	1	2	0	0
ENSG00000063046	2370	2772	2699	2506
ENSG00000063127	2	6	1	1
ENSG00000063169	237	254	274	271
ENSG00000063176	357	365	352	290
ENSG00000063177	4304	4935	4740	4405
ENSG00000063180	31	34	10	12
ENSG00000063241	331	410	384	425
ENSG00000063244	4461	5214	5356	4971
ENSG00000063245	1984	2302	2508	2505
ENSG00000063322	645	726	700	578
ENSG00000063438	0	0	2	1
ENSG00000063515	0	0	0	0
ENSG00000063587	366	356	393	410
ENSG00000063601	640	694	601	690
ENSG00000063660	1086	1196	1185	1120
ENSG00000063761	25	49	52	35
ENSG00000063854	265	277	363	307
ENSG00000063978	1002	1134	1232	1112
ENSG00000064012	126	157	116	122
ENSG00000064042	1843	1977	852	837
ENSG00000064102	329	316	494	465
ENSG00000064115	544	657	614	506
ENSG00000064195	0	0	0	0
ENSG00000064199	44	41	39	17
ENSG00000064201	3	0	4	1
ENSG00000064205	5	5	0	0
ENSG00000064218	0	0	0	0
ENSG00000064225	635	734	572	560
ENSG00000064270	12	21	13	11
ENSG00000064300	3	11	0	0
ENSG00000064309	321	379	232	224
ENSG00000064313	779	822	787	748
ENSG00000064393	2338	2660	1332	1364
ENSG00000064419	1645	1836	1546	1509
ENSG00000064489	0	0	0	0
ENSG00000064490	339	384	490	450
ENSG00000064545	354	417	349	354
ENSG00000064547	38	41	25	30
ENSG00000064601	924	1058	1165	1150
ENSG00000064607	2889	3141	2401	2315
ENSG00000064651	444	524	506	547
ENSG00000064652	239	310	301	350
ENSG00000064655	2	2	3	0
ENSG00000064666	1745	2089	3098	2794
ENSG00000064687	341	324	251	247
ENSG00000064692	0	7	3	3
ENSG00000064703	384	400	370	345
ENSG00000064726	1485	1773	1390	1373
ENSG00000064763	130	160	214	183
ENSG00000064787	0	2	1	3
ENSG00000064835	0	0	0	0
ENSG00000064886	3	8	3	1
ENSG00000064932	1306	1465	1329	1269
ENSG00000064933	417	438	592	499
ENSG00000064961	1100	1228	1507	1339
ENSG00000064989	137	185	66	45
ENSG00000064995	414	444	312	311
ENSG00000064999	400	463	331	301
ENSG00000065000	2464	2933	2635	2699
ENSG00000065029	292	387	232	175
ENSG00000065054	1649	1826	2969	2791
ENSG00000065057	122	130	132	116
ENSG00000065060	574	557	471	558
ENSG00000065135	1288	1569	1763	1546
ENSG00000065150	3338	3700	3526	3240
ENSG00000065154	1084	1172	1466	1378
ENSG00000065183	1629	1796	1482	1437
ENSG00000065243	964	1060	989	993
ENSG00000065268	362	422	371	377
ENSG00000065308	1686	1931	1693	1584
ENSG00000065320	210	202	163	142
ENSG00000065325	0	0	1	0
ENSG00000065328	535	572	439	450
ENSG00000065357	68	84	92	83
ENSG00000065361	4	5	6	4
ENSG00000065371	0	2	0	0
ENSG00000065413	88	100	64	72
ENSG00000065427	1442	1782	1783	1703
ENSG00000065457	237	264	250	249
ENSG00000065485	187	289	195	213
ENSG00000065491	198	261	272	210
ENSG00000065518	573	617	654	597
ENSG00000065526	1109	1262	997	1028
ENSG00000065534	487	581	484	502
ENSG00000065548	935	1035	1291	1239
ENSG00000065559	465	577	559	549
ENSG00000065600	97	158	233	219
ENSG00000065609	0	0	0	0
ENSG00000065613	1270	1422	1131	1231
ENSG00000065615	503	582	624	517
ENSG00000065618	1323	1579	224	251
ENSG00000065621	8	9	10	7
ENSG00000065665	303	344	359	347
ENSG00000065675	7	4	1	3
ENSG00000065717	5	12	2	0
ENSG00000065802	1132	1207	1364	1250
ENSG00000065809	162	178	168	168
ENSG00000065833	4	0	0	0
ENSG00000065882	1033	1190	1257	1216
ENSG00000065883	755	855	919	957
ENSG00000065911	1318	1497	1193	1166
ENSG00000065923	217	281	299	260
ENSG00000065970	238	217	264	282
ENSG00000065978	10835	12967	1800	1665
ENSG00000065989	15	11	15	12
ENSG00000066027	304	356	429	377
ENSG00000066032	7	10	14	3
ENSG00000066044	1779	1960	1827	1677
ENSG00000066056	6	2	1	2
ENSG00000066084	470	548	434	496
ENSG00000066117	747	879	799	822
ENSG00000066135	212	264	265	248
ENSG00000066136	414	451	449	436
ENSG00000066185	0	0	0	0
ENSG00000066230	124	109	84	72
ENSG00000066248	0	3	4	5
ENSG00000066279	2288	2544	2750	2713
ENSG00000066294	0	1	1	0
ENSG00000066322	1173	1283	1553	1276
ENSG00000066336	0	3	2	2
ENSG00000066379	95	113	106	123
ENSG00000066382	0	0	0	0
ENSG00000066405	6	10	5	5
ENSG00000066422	286	350	281	301
ENSG00000066427	87	103	61	70
ENSG00000066455	353	426	395	336
ENSG00000066468	38	50	58	61
ENSG00000066557	370	426	390	379
ENSG00000066583	312	378	384	381
ENSG00000066629	290	348	200	202
ENSG00000066651	288	290	248	255
ENSG00000066654	389	446	449	426
ENSG00000066697	299	346	272	229
ENSG00000066735	0	0	0	0
ENSG00000066739	362	382	397	425
ENSG00000066777	631	694	575	589
ENSG00000066813	0	0	0	0
ENSG00000066827	111	124	105	97
ENSG00000066855	326	363	311	305
ENSG00000066923	24	33	27	16
ENSG00000066926	165	160	137	137
ENSG00000066933	414	495	439	414
ENSG00000067048	0	0	0	1
ENSG00000067057	1618	1871	2141	2031
ENSG00000067064	610	702	821	710
ENSG00000067066	267	331	447	429
ENSG00000067082	693	714	475	537
ENSG00000067113	502	607	385	357
ENSG00000067141	279	302	46	66
ENSG00000067167	1758	2045	1577	1541
ENSG00000067177	251	205	276	263
ENSG00000067182	1015	1166	1281	1134
ENSG00000067191	97	94	91	83
ENSG00000067208	228	246	298	234
ENSG00000067221	204	175	167	162
ENSG00000067225	40201	45840	36939	34228
ENSG00000067248	611	635	692	678
ENSG00000067334	907	974	917	965
ENSG00000067365	89	95	86	78
ENSG00000067369	1299	1567	1160	1189
ENSG00000067445	143	173	43	38
ENSG00000067533	251	273	350	367
ENSG00000067560	5104	5736	5096	4840
ENSG00000067596	917	1022	805	815
ENSG00000067601	31	29	36	32
ENSG00000067606	90	80	54	57
ENSG00000067646	0	0	0	0
ENSG00000067704	1308	1529	1931	1895
ENSG00000067715	91	82	93	87
ENSG00000067798	116	158	186	273
ENSG00000067829	759	840	792	706
ENSG00000067836	16	17	28	31
ENSG00000067840	38	55	25	16
ENSG00000067842	0	0	0	0
ENSG00000067900	733	809	836	827
ENSG00000067955	1615	1651	1257	1205
ENSG00000067992	196	232	174	145
ENSG00000068001	216	232	246	258
ENSG00000068024	284	321	261	199
ENSG00000068028	373	431	405	369
ENSG00000068078	122	108	197	171
ENSG00000068079	74	55	73	73
ENSG00000068097	295	294	266	253
ENSG00000068120	632	768	851	834
ENSG00000068137	350	361	483	431
ENSG00000068305	469	543	436	407
ENSG00000068308	431	489	551	443
ENSG00000068323	717	752	799	667
ENSG00000068354	110	97	135	141
ENSG00000068366	1940	2122	2106	2010
ENSG00000068383	314	331	422	419
ENSG00000068394	194	194	239	190
ENSG00000068400	316	419	407	371
ENSG00000068438	453	482	512	534
ENSG00000068489	1335	1529	1327	1298
ENSG00000068615	22	45	30	11
ENSG00000068650	356	418	213	201
ENSG00000068654	1033	1224	1272	1147
ENSG00000068697	1479	1703	1743	1621
ENSG00000068724	197	241	188	219
ENSG00000068745	551	613	499	465
ENSG00000068781	54	43	10	5
ENSG00000068784	120	194	121	140
ENSG00000068796	574	682	660	630
ENSG00000068831	0	0	0	1
ENSG00000068878	981	1101	1051	1104
ENSG00000068885	401	448	337	376
ENSG00000068903	443	507	530	499
ENSG00000068912	524	592	555	526
ENSG00000068971	144	146	136	114
ENSG00000068976	4	3	4	1
ENSG00000068985	0	0	0	0
ENSG00000069011	174	233	313	304
ENSG00000069018	0	0	0	3
ENSG00000069020	83	104	119	107
ENSG00000069122	0	0	0	0
ENSG00000069188	0	1	0	0
ENSG00000069206	1	3	0	0
ENSG00000069248	562	593	657	661
ENSG00000069275	6451	7333	6197	6351
ENSG00000069329	2755	3129	1899	1855
ENSG00000069345	1604	1880	1266	1419
ENSG00000069399	124	183	165	143
ENSG00000069424	164	208	36	46
ENSG00000069431	15	11	38	53
ENSG00000069482	0	0	0	0
ENSG00000069493	27	46	38	34
ENSG00000069509	101	100	116	126
ENSG00000069535	0	0	0	0
ENSG00000069667	48	32	6	8
ENSG00000069696	11	13	11	5
ENSG00000069702	14	25	21	26
ENSG00000069764	1	0	0	0
ENSG00000069812	7	1	3	6
ENSG00000069849	1267	1462	1444	1362
ENSG00000069869	1074	1285	922	1036
ENSG00000069943	231	231	238	236
ENSG00000069956	1493	1578	1027	1071
ENSG00000069966	361	376	363	338
ENSG00000069974	299	361	290	322
ENSG00000069998	397	469	429	460
ENSG00000070010	690	787	729	714
ENSG00000070018	479	516	426	389
ENSG00000070019	1	1	8	1
ENSG00000070031	2	1	0	0
ENSG00000070047	820	823	778	737
ENSG00000070061	510	645	659	640
ENSG00000070081	527	613	759	677
ENSG00000070087	1358	1577	1083	988
ENSG00000070159	0	0	0	0
ENSG00000070182	24	40	61	51
ENSG00000070190	0	0	4	0
ENSG00000070193	1	0	0	0
ENSG00000070214	455	560	420	431
ENSG00000070269	101	111	109	124
ENSG00000070366	405	479	552	468
ENSG00000070367	699	850	963	890
ENSG00000070371	44	82	108	105
ENSG00000070388	6	8	2	3
ENSG00000070404	743	891	2410	2200
ENSG00000070413	679	801	865	895
ENSG00000070423	689	846	863	839
ENSG00000070444	305	349	240	265
ENSG00000070476	248	288	253	261
ENSG00000070495	390	456	506	503
ENSG00000070501	168	169	164	154
ENSG00000070526	0	0	0	0
ENSG00000070540	90	125	106	115
ENSG00000070601	0	0	1	0
ENSG00000070610	1365	1633	2241	2221
ENSG00000070614	1328	1572	1589	1530
ENSG00000070669	14	11	6	3
ENSG00000070718	312	340	249	212
ENSG00000070729	0	0	0	2
ENSG00000070731	5	8	15	10
ENSG00000070748	0	0	0	0
ENSG00000070756	11490	13348	9235	8982
ENSG00000070759	21	29	39	20
ENSG00000070761	679	876	709	679
ENSG00000070770	1272	1512	1348	1247
ENSG00000070778	197	223	324	349
ENSG00000070785	308	352	411	408
ENSG00000070808	0	0	0	0
ENSG00000070814	1854	2177	2120	2021
ENSG00000070831	2879	3259	3097	2951
ENSG00000070882	769	865	1062	901
ENSG00000070886	0	0	0	0
ENSG00000070915	2	3	0	1
ENSG00000070950	502	485	620	602
ENSG00000070961	689	768	798	775
ENSG00000070985	0	0	0	0
ENSG00000071051	180	228	377	324
ENSG00000071054	3167	3694	3696	3705
ENSG00000071073	66	62	85	82
ENSG00000071082	1642	1866	1837	1911
ENSG00000071127	4728	5262	5498	5562
ENSG00000071189	510	619	436	400
ENSG00000071203	0	0	0	0
ENSG00000071205	180	199	240	198
ENSG00000071242	50	47	64	68
ENSG00000071243	182	253	210	221
ENSG00000071246	22	32	17	9
ENSG00000071282	178	173	156	157
ENSG00000071462	1345	1476	1860	1705
ENSG00000071537	933	948	925	958
ENSG00000071539	978	1076	1033	1062
ENSG00000071553	2170	2296	2491	2282
ENSG00000071564	1787	2118	1695	1577
ENSG00000071575	492	545	337	304
ENSG00000071626	2027	2323	2193	2087
ENSG00000071655	1145	1319	1382	1225
ENSG00000071677	0	0	0	0
ENSG00000071794	632	734	718	824
ENSG00000071859	944	989	1074	921
ENSG00000071889	417	479	543	384
ENSG00000071894	1470	1583	1294	1316
ENSG00000071909	1	0	0	1
ENSG00000071967	521	585	496	444
ENSG00000071991	0	0	0	0
ENSG00000071994	674	792	790	657
ENSG00000072041	0	3	0	0
ENSG00000072042	520	623	486	513
ENSG00000072062	843	1004	896	891
ENSG00000072071	509	583	221	155
ENSG00000072080	0	0	0	0
ENSG00000072110	3272	3572	4213	4132
ENSG00000072121	242	243	319	263
ENSG00000072133	1	0	0	0
ENSG00000072134	353	343	385	395
ENSG00000072135	231	263	283	283
ENSG00000072163	2	2	5	2
ENSG00000072182	0	3	1	1
ENSG00000072195	500	554	608	607
ENSG00000072201	206	266	166	132
ENSG00000072210	569	595	669	623
ENSG00000072274	8097	9178	7857	7542
ENSG00000072310	1714	1856	783	684
ENSG00000072315	0	2	4	0
ENSG00000072364	2233	2667	1895	1889
ENSG00000072401	151	197	194	185
ENSG00000072415	364	459	523	495
ENSG00000072422	86	99	115	111
ENSG00000072501	1705	1896	1421	1379
ENSG00000072506	410	496	548	520
ENSG00000072518	497	504	658	679
ENSG00000072571	1027	1145	1259	1142
ENSG00000072609	145	173	238	271
ENSG00000072657	112	107	231	219
ENSG00000072682	374	363	438	462
ENSG00000072694	0	1	0	0
ENSG00000072736	537	544	442	463
ENSG00000072756	498	531	464	478
ENSG00000072778	3068	3383	2461	2419
ENSG00000072786	488	493	518	467
ENSG00000072803	949	1078	846	912
ENSG00000072818	18	10	8	4
ENSG00000072832	158	177	171	157
ENSG00000072840	217	248	311	312
ENSG00000072849	457	483	528	524
ENSG00000072858	0	1	0	0
ENSG00000072864	403	504	485	389
ENSG00000072952	0	0	0	0
ENSG00000072954	30	39	22	22
ENSG00000072958	1066	1222	1254	1222
ENSG00000073008	1503	1741	1492	1500
ENSG00000073050	229	297	260	298
ENSG00000073060	423	507	391	330
ENSG00000073067	1	0	0	0
ENSG00000073111	1484	1716	1423	1348
ENSG00000073146	11	12	16	9
ENSG00000073150	85	126	95	91
ENSG00000073169	254	289	307	298
ENSG00000073282	1	0	0	0
ENSG00000073331	142	161	158	129
ENSG00000073350	36	62	62	61
ENSG00000073417	673	807	622	607
ENSG00000073464	20	14	14	11
ENSG00000073536	387	397	367	410
ENSG00000073578	32	26	22	30
ENSG00000073584	67	68	51	48
ENSG00000073598	31	33	22	25
ENSG00000073605	34	41	40	18
ENSG00000073614	481	527	442	455
ENSG00000073670	5	8	8	7
ENSG00000073711	205	249	232	198
ENSG00000073712	561	557	665	671
ENSG00000073734	2	1	0	2
ENSG00000073737	0	0	3	3
ENSG00000073754	0	0	0	0
ENSG00000073756	0	11	7	17
ENSG00000073792	1233	1404	1102	1092
ENSG00000073803	338	443	359	319
ENSG00000073849	11	8	2	3
ENSG00000073861	0	1	0	0
ENSG00000073905	31	27	36	36
ENSG00000073910	28	27	15	14
ENSG00000073921	1579	1714	2156	2098
ENSG00000073969	737	706	619	628
ENSG00000074047	7	11	1	2
ENSG00000074054	637	690	766	646
ENSG00000074071	756	941	961	925
ENSG00000074181	5	9	8	1
ENSG00000074201	503	613	691	741
ENSG00000074211	0	0	1	0
ENSG00000074219	196	224	255	261
ENSG00000074266	222	301	320	273
ENSG00000074276	11	24	6	11
ENSG00000074317	0	0	0	0
ENSG00000074319	353	428	456	454
ENSG00000074356	695	773	700	740
ENSG00000074370	3	7	6	1
ENSG00000074410	5	5	2	3
ENSG00000074416	78	67	88	112
ENSG00000074527	143	156	301	248
ENSG00000074582	280	345	421	391
ENSG00000074590	232	249	408	401
ENSG00000074603	651	736	524	558
ENSG00000074621	97	93	92	86
ENSG00000074657	426	433	271	281
ENSG00000074660	3	4	2	0
ENSG00000074695	1239	1351	1323	1300
ENSG00000074696	1636	1774	2514	2408
ENSG00000074706	171	172	36	37
ENSG00000074755	878	967	741	715
ENSG00000074771	0	0	0	0
ENSG00000074800	28903	32019	32595	30781
ENSG00000074803	0	1	1	0
ENSG00000074842	1554	1674	2107	1908
ENSG00000074855	344	447	361	299
ENSG00000074935	127	169	154	129
ENSG00000074964	153	163	163	172
ENSG00000074966	8	8	25	20
ENSG00000075035	0	0	0	0
ENSG00000075043	0	0	0	0
ENSG00000075073	9	6	8	5
ENSG00000075089	204	234	183	187
ENSG00000075131	287	329	242	244
ENSG00000075142	767	811	1075	902
ENSG00000075151	1077	1297	1099	1098
ENSG00000075188	288	332	360	337
ENSG00000075213	1409	1751	1549	1672
ENSG00000075218	1071	1163	1240	1138
ENSG00000075223	3956	4214	3397	3363
ENSG00000075234	193	247	253	241
ENSG00000075239	520	513	778	747
ENSG00000075240	110	154	80	78
ENSG00000075275	9	9	5	4
ENSG00000075290	2	1	0	1
ENSG00000075292	827	900	862	794
ENSG00000075303	334	367	405	379
ENSG00000075336	170	211	201	194
ENSG00000075340	1187	1272	1461	1358
ENSG00000075388	0	0	0	0
ENSG00000075391	554	635	538	589
ENSG00000075399	154	172	121	136
ENSG00000075407	228	298	280	295
ENSG00000075413	645	769	790	807
ENSG00000075415	3735	4150	4844	4383
ENSG00000075420	1321	1457	1232	1300
ENSG00000075426	1365	1491	1268	1257
ENSG00000075429	0	0	0	0
ENSG00000075461	257	275	198	172
ENSG00000075539	972	1149	773	819
ENSG00000075568	548	648	776	800
ENSG00000075618	3145	3574	5167	4708
ENSG00000075624	52782	60698	94284	88573
ENSG00000075643	1	1	0	0
ENSG00000075651	133	151	101	100
ENSG00000075673	0	1	0	0
ENSG00000075702	816	925	935	972
ENSG00000075711	1521	1832	1484	1456
ENSG00000075785	1695	1917	1889	1851
ENSG00000075790	10	17	8	12
ENSG00000075826	121	148	70	89
ENSG00000075856	744	782	750	681
ENSG00000075884	2	2	0	0
ENSG00000075886	7	13	16	10
ENSG00000075891	0	0	3	1
ENSG00000075914	165	179	138	142
ENSG00000075945	301	332	341	295
ENSG00000075975	601	734	840	880
ENSG00000076003	882	1035	895	913
ENSG00000076043	212	251	223	245
ENSG00000076053	265	354	326	276
ENSG00000076067	239	267	386	354
ENSG00000076108	1010	1136	1079	923
ENSG00000076201	791	813	800	705
ENSG00000076242	618	618	568	534
ENSG00000076248	604	655	576	572
ENSG00000076258	12	20	16	18
ENSG00000076321	206	237	272	315
ENSG00000076344	2	1	0	1
ENSG00000076351	332	368	343	307
ENSG00000076356	110	149	213	193
ENSG00000076382	1815	1971	2250	2152
ENSG00000076513	642	730	1149	1187
ENSG00000076554	355	413	351	331
ENSG00000076555	67	71	64	33
ENSG00000076604	979	1110	1124	962
ENSG00000076641	106	110	36	38
ENSG00000076650	146	171	131	145
ENSG00000076662	86	109	91	57
ENSG00000076685	604	714	773	775
ENSG00000076706	624	708	414	395
ENSG00000076716	1207	1361	1030	1111
ENSG00000076770	209	239	166	180
ENSG00000076826	4	4	0	4
ENSG00000076864	5	15	1	1
ENSG00000076924	551	594	664	659
ENSG00000076928	1170	1391	1080	1014
ENSG00000076944	2	0	0	2
ENSG00000076984	533	500	547	520
ENSG00000077009	0	1	0	0
ENSG00000077044	606	670	849	841
ENSG00000077063	3	3	2	0
ENSG00000077080	0	0	0	0
ENSG00000077092	554	636	674	546
ENSG00000077097	1494	1736	1956	1997
ENSG00000077147	2555	2890	2506	2575
ENSG00000077150	473	538	607	594
ENSG00000077152	474	592	670	636
ENSG00000077157	108	151	144	160
ENSG00000077232	1348	1430	1607	1700
ENSG00000077235	1399	1491	1372	1387
ENSG00000077238	39	47	203	206
ENSG00000077254	696	812	821	789
ENSG00000077264	156	158	202	232
ENSG00000077274	1	2	3	0
ENSG00000077279	0	0	0	2
ENSG00000077312	803	903	918	864
ENSG00000077327	0	2	0	0
ENSG00000077348	276	321	333	320
ENSG00000077380	840	898	1149	1138
ENSG00000077420	0	0	0	0
ENSG00000077454	89	97	94	82
ENSG00000077458	169	230	143	144
ENSG00000077463	198	216	213	189
ENSG00000077498	0	0	0	0
ENSG00000077514	322	419	492	486
ENSG00000077522	2	6	0	3
ENSG00000077549	1803	2048	2214	2109
ENSG00000077585	86	81	100	92
ENSG00000077616	14	9	14	19
ENSG00000077684	526	720	599	560
ENSG00000077713	275	282	366	369
ENSG00000077721	1450	1641	1795	1884
ENSG00000077782	699	774	658	684
ENSG00000077800	0	0	0	0
ENSG00000077935	3	1	0	0
ENSG00000077942	519	589	461	423
ENSG00000077943	0	0	0	0
ENSG00000077984	0	0	3	0
ENSG00000078018	216	259	279	278
ENSG00000078043	98	126	99	92
ENSG00000078053	310	336	265	276
ENSG00000078061	454	457	542	450
ENSG00000078070	264	283	268	240
ENSG00000078081	1	0	0	0
ENSG00000078098	1	1	0	1
ENSG00000078114	67	56	23	21
ENSG00000078124	261	338	544	556
ENSG00000078140	1167	1259	1286	1239
ENSG00000078142	136	167	129	143
ENSG00000078177	150	176	125	139
ENSG00000078237	27	27	28	13
ENSG00000078246	285	352	381	322
ENSG00000078269	965	1035	1284	1207
ENSG00000078295	0	0	0	0
ENSG00000078304	962	1021	1085	1091
ENSG00000078319	211	208	214	186
ENSG00000078328	0	0	0	1
ENSG00000078369	5170	5776	5745	5524
ENSG00000078399	0	0	0	0
ENSG00000078401	191	202	301	309
ENSG00000078403	290	367	355	333
ENSG00000078487	95	103	53	64
ENSG00000078549	0	0	0	0
ENSG00000078579	0	1	0	0
ENSG00000078589	0	0	0	0
ENSG00000078596	0	0	0	0
ENSG00000078618	2157	2322	2297	2261
ENSG00000078668	1349	1391	1602	1486
ENSG00000078674	1098	1230	1279	1245
ENSG00000078687	192	241	244	235
ENSG00000078699	266	330	341	327
ENSG00000078725	15	11	5	2
ENSG00000078747	818	838	805	878
ENSG00000078795	112	161	140	126
ENSG00000078804	171	226	244	203
ENSG00000078808	2538	3025	3019	2806
ENSG00000078814	13	12	12	11
ENSG00000078898	0	0	0	0
ENSG00000078900	203	186	176	150
ENSG00000078902	308	338	321	347
ENSG00000078967	161	192	194	164
ENSG00000079101	5	11	7	13
ENSG00000079102	15	11	0	5
ENSG00000079112	1	0	0	0
ENSG00000079134	407	449	400	432
ENSG00000079150	28	46	73	64
ENSG00000079156	278	313	305	344
ENSG00000079215	598	629	336	339
ENSG00000079246	4363	4978	5654	5412
ENSG00000079257	69	86	80	74
ENSG00000079263	1	2	2	4
ENSG00000079277	340	333	368	329
ENSG00000079308	4	10	23	27
ENSG00000079313	512	612	649	611
ENSG00000079332	956	1124	1444	1228
ENSG00000079335	31	53	42	52
ENSG00000079337	3	8	7	4
ENSG00000079385	0	1	0	2
ENSG00000079387	233	269	240	261
ENSG00000079393	0	0	0	0
ENSG00000079432	1151	1339	1146	1107
ENSG00000079435	71	97	117	92
ENSG00000079459	1524	1742	1581	1396
ENSG00000079462	369	384	419	343
ENSG00000079482	263	280	195	194
ENSG00000079557	0	0	0	0
ENSG00000079616	881	1104	1080	1062
ENSG00000079689	0	0	0	0
ENSG00000079691	230	228	148	124
ENSG00000079739	666	767	785	672
ENSG00000079785	1045	1304	1153	1130
ENSG00000079805	2038	2364	2329	2313
ENSG00000079819	2894	3307	3512	3452
ENSG00000079841	3	10	7	9
ENSG00000079931	1991	2218	2025	1939
ENSG00000079950	573	617	773	771
ENSG00000079974	178	182	141	137
ENSG00000079999	919	1052	946	869
